,Beat,CAD-Address,CAD-Street,CADAddress,CADStreet,Coded Month,CodedMonth,Complaint,Count,Crime,Date Crime Coded,Date Occur,DateOccur,Description,District,Flag Cleanup,Flag-Administrative,Flag-Crime,Flag-Unfounded,FlagAdministrative,FlagCleanup,FlagCrime,FlagUnfounded,ILEADS-Address,ILEADS-Street,ILEADSAddress,ILEADSStreet,ILeads Add,ILeads Approve,ILeads Asg,ILeads Type,Location Comment,Location Name,LocationComment,LocationName,Neighborhood,X-Coord,XCoord,Y-Coord,YCoord,lon,lat
2664,,,, , ,,2016-07,16-034912,1,65701,,,07/17/2016 08:30,LARCENY-MTR VEH PARTS UNDER $500,3,,,,, , ,Y, ,,,1209,SHENANDOAH AVE,,,,,,, , ,21,,903013.9,,1009671.0,-90.27100348453284,38.59418725947289
2665,,,, , ,,2016-07,16-034907,1,250000,,,07/17/2016 08:50,LOITERING-BEGGING,4,,,,, , ,Y, ,,,0,N 9TH ST / MCKINLEY BRG,,,,,,, , ,64,,906715.9,,1030292.0,-90.29701540916457,38.56246109581937
2666,,,,3622,PAGE,,2016-07,16-035306,1,71013,,,07/17/2016 09:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4,,,,, , ,Y, ,,,3622,PAGE BLVD,,,,,,,@EBONY MOTEL, ,77,,897824.8,,1024131.0,-90.24226989397451,38.63878176091902
2667,,,, , ,,2016-07,16-034915,1,31111,,,07/17/2016 09:20,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,,,,, , ,Y, ,,,0,ALABAMA AVE / W GERMANIA ST,,,,,,, , ,2,,885930.4,,987600.1,-90.2091094150186,38.66073992906299
2668,,,,2644,RUTGER,,2016-07,16-034914,1,142320,,,07/17/2016 10:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3,,,,, , ,Y, ,,,2644,RUTGER ST,,,,,,, , ,31,,900117.5,,1014806.0,-90.24178618595936,38.6828277605477
2669,,,, , ,,2016-07,16-034925,1,64601,,,07/17/2016 10:30,"LARCENY-FROM MTR VEH $500 - $24,999",1,,,,, , ,Y, ,,,3100,MOUNT PLEASANT ST,,,,,,, , ,17,,894754.6,,997483.8,-90.28321281271087,38.66698017189885
2670,,,, , ,,2016-07,16-034916,1,71030,,,07/17/2016 10:57,AUTO THEFT-PERM RETNT/JOY RIDE,4,,,,, , ,Y, ,,,1920,N GRAND BLVD,,,,,,, ,GUEST HOST  MOTEL,59,,899103.1,,1025935.0,-90.253335605964,38.63135044759598
2671,,,,2625,LAFAYETTE,,2016-07,16-034950,1,91113,,,07/17/2016 11:36,SIMPLE ASSAULT-ADULT/NO INJURY,3,,,,, , ,Y, ,,,2625,LAFAYETTE AVE,,,,,,,@HOTEL AVYAN, ,31,,899595.5,,1013003.0,-90.19896636447334,38.64045221165823
2672,,,,2625,LAFAYETTE,,2016-07,16-034950,1,91113,,,07/17/2016 11:36,SIMPLE ASSAULT-ADULT/NO INJURY,3,,,,, , ,Y, ,,,2625,LAFAYETTE AVE,,,,,,,@HOTEL AVYAN, ,31,,899595.5,,1013003.0,-90.26479278858922,38.668485033833825
2673,,,,2625,LAFAYETTE,,2016-07,16-034950,1,91113,,,07/17/2016 11:36,SIMPLE ASSAULT-ADULT/NO INJURY,3,,,,, , ,Y, ,,,2625,LAFAYETTE AVE,,,,,,,@HOTEL AVYAN, ,31,,899595.5,,1013003.0,-90.22666940967058,38.72510473871484
2674,,,, , ,,2016-07,16-034917,1,265321,,,07/17/2016 11:57,LEAVING SCENE OF ACCIDENT,4,,,,, , ,Y, ,,,0,N BROADWAY / CHESTNUT ST,,,,,,, , ,35,,908861.5,,1017013.0,-90.30066568439331,38.649964614498636
2675,,,,2653,OHIO,,2016-07,16-035087,1,67701,,,07/17/2016 12:00,LARCENY-FROM BUILDING UNDER $500,3,,,,, , ,Y, ,,,2653,OHIO AVE,,,,,,, ,ST. FRANCIS DE SALES CHURCH,24,,898481.6,,1009022.0,-90.26917448965006,38.561871577880794
2676,,,,4949, ,,2016-07,16-035719,1,67701,,,07/17/2016 12:00,LARCENY-FROM BUILDING UNDER $500,5,,,,, , ,Y, ,,,4949,BARNES JEWISH HOSPITAL PLZ,,,,,,, ,BARNES JEWISH HOSPITAL,38,,887396.8,,1020150.0,-90.3163049737771,38.5862682036516
2677,,,,1000,WASHINGTON,,2016-07,16-035272,1,67701,,,07/17/2016 12:00,LARCENY-FROM BUILDING UNDER $500,4,,,,, , ,Y, ,,,1000,WASHINGTON AVE,,,,,,, , ,35,,907483.0,,1018737.0,-90.3163049737771,38.5862682036516
2678,,,, , ,,2016-07,16-034943,1,64601,,,07/17/2016 12:00,"LARCENY-FROM MTR VEH $500 - $24,999",4,,,,, , ,Y, ,,,3037,OLIVE ST,,,,,,, , ,37,,899238.6,,1020329.0,-90.1956720750295,38.632354225169955
2679,,,,1516,HICKORY,,2016-07,16-034923,1,92000,,,07/17/2016 12:00,SIMPLE ASSAULT-HARRASSMENT,3,,,,, , ,Y, ,,,1516,HICKORY LN,,,,,,,1ST FL, ,33,,903945.8,,1013998.0,-90.27248266719421,38.58292629608936
2680,,,,3106,OLIVE,,2016-07,16-034940,1,71013,,,07/17/2016 12:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4,,,,, , ,Y, ,,,3106,OLIVE ST,,,,,,, , ,37,,899009.4,,1020191.0,-90.27980565250452,38.67029360456084
2681,,,, , ,,2016-07,16-034942,1,151130,,,07/17/2016 12:02,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4,,,,, , ,Y, ,,,2901,N GRAND BLVD,,,,,,, , ,59,,900083.6,,1028530.0,-90.23609410837001,38.64801897448582
2682,,,, , ,,2016-07,16-034982,1,64711,,,07/17/2016 13:15,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2,,,,, , ,Y, ,,,557,CARR LANE DR,,,,,,, , ,82,,882358.0,,1021157.0,-90.23795030491608,38.58817296302989
2683,,,,4270,MANCHESTER,,2016-07,16-034968,1,64601,,,07/17/2016 13:30,"LARCENY-FROM MTR VEH $500 - $24,999",4,,,,, , ,Y, ,,,3643,GRANDEL SQ,,,,,,, , ,77,,897142.8,,1022125.0,-90.2445494225404,38.561784460628516
2684,,,,2600,TAYLOR,,2016-07,16-034966,1,65701,,,07/17/2016 13:30,LARCENY-MTR VEH PARTS UNDER $500,5,,,,, , ,Y, ,,,2600,N TAYLOR AVE,,,,,,, , ,57,,893214.1,,1030180.0,-90.19930055143777,38.60922921553725
2685,,,, , ,,2016-07,16-034946,1,229999,,,07/17/2016 13:30,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,4,,,,, , ,Y, ,,,0,S 8TH ST / WALNUT ST,,,,,,, , ,35,,907749.7,,1016742.0,-90.19998327470455,38.631338386786844
2686,,,,3430,WYOMING,,2016-07,16-034949,1,92000,,,07/17/2016 13:32,SIMPLE ASSAULT-HARRASSMENT,3,,,,, , ,Y, ,,,3430,WYOMING ST,,,,,,, , ,25,,894608.0,,1006866.0,-90.20064608781486,38.60503414093402
2687,,,,1442,10TH,,2016-07,16-034952,1,43015,,,07/17/2016 13:44,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4,,,,, , ,Y, ,,,1442,N 10TH ST,,,,,,, ,COCHRAN HOUSING COMPLEX,62,,908509.2,,1021945.0,-90.22780297727266,38.60262362842416
2688,,,, , ,,2016-07,16-034977,1,64601,,,07/17/2016 14:00,"LARCENY-FROM MTR VEH $500 - $24,999",2,,,,, , ,Y, ,,,6617,WELLS DR,,,,,,,@KENNEDY FOREST, ,82,,877805.1,,1020235.0,-90.27150342913379,38.65729504073335
2689,,,,1,GOVERNMENT,,2016-07,16-034998,1,71013,,,07/17/2016 14:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2,,,,, , ,Y, ,,,6571,GOVERNMENT DR,,,,,,,@FOREST PARK, ,82,,878221.6,,1021084.0,-90.2232587358971,38.61202052487013
2690,,,,900,1ST,,2016-07,16-034957,1,64711,,,07/17/2016 14:15,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4,,,,, , ,Y, ,,,900,N 1ST ST,,,,,,, , ,35,,910837.5,,1018943.0,-90.30080212051703,38.618005079709135
2691,,,, , ,,2016-07,16-034954,1,250000,,,07/17/2016 14:30,LOITERING-BEGGING,4,,,,, , ,Y, ,,,610,PINE ST,,,,,,, , ,35,,908649.0,,1017426.0,-90.19046786133279,38.620549597920366
2692,,,,3646,DUNNICA,,2016-07,16-034964,1,67601,,,07/17/2016 14:50,"LARCENY-FROM BUILDING $500 - $24,999",1,,,,, , ,Y, ,,,3646,DUNNICA AVE,,,,,,, , ,16,,892682.4,,1002768.0,-90.29448246170963,38.59394526692176
2693,,,,6455,MANCHESTER,,2016-07,16-034962,1,91113,,,07/17/2016 15:20,SIMPLE ASSAULT-ADULT/NO INJURY,2,,,,, , ,Y, ,,,6455,MANCHESTER AVE,,,,,,, ,RESTAURANT DEPOT,43,,878450.1,,1015037.0,-90.29953962090693,38.65296122635138
2694,,,, , ,,2016-07,16-034960,1,250000,,,07/17/2016 15:34,LOITERING-BEGGING,4,,,,, , ,Y, ,,,500,S 7TH ST,,,,,,, , ,35,,907619.0,,1015258.0,-90.22184038463384,38.615982279444935
2695,,,,5518,DELOR,,2016-07,16-035124,1,142320,,,07/17/2016 16:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2,,,,, , ,Y, ,,,5518,DELOR ST,,,,,,, , ,7,,880803.8,,1001356.0,-90.27176103860882,38.66991572437546
2696,,,,2018,LAFAYETTE,,2016-07,16-035043,1,51322,,,07/17/2016 16:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3,,,,, , ,Y, ,,,2018,LAFAYETTE AVE,,,,,,, ,LAFEYETTE SQUARE,32,,901663.0,,1012467.0,-90.2934931819822,38.594484475473116
2697,,,,954,LAUREL,,2016-07,16-035175,1,69602,,,07/17/2016 16:00,"LARCENY-ALL OTHER $500 - $24,999",5,,,,, , ,Y, ,,,954,LAUREL ST,,,,,,, , ,48,,881107.8,,1029443.0,-90.25629596494608,38.64019301439246
2698,,,,2018,LAFAYETTE,,2016-07,16-035043,-1,51322,,,07/17/2016 16:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3,,,,, , , , ,,,2018,LAFAYETTE AVE,,,,,,, ,LAFEYETTE SQUARE,32,,901663.0,,1012467.0,-90.28813322608364,38.669886116193084
2699,,,,4636,PENROSE,,2016-07,16-034967,1,151130,,,07/17/2016 16:22,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,6,,,,, , ,Y, ,,,4636,PENROSE ST,,,,,,, , ,69,,894841.3,,1035646.0,-90.27640769108972,38.571117504352365
2700,,,,8555,ORIOLE,,2016-07,16-034978,1,64701,,,07/17/2016 16:25,LARCENY-FROM MTR VEH UNDER $500,6,,,,, , ,Y, ,,,8555,ORIOLE AVE,,,,,,, , ,74,,894189.6,,1048419.0,-90.22958255753275,38.62122042994251
2701,,,,2708,22ND,,2016-07,16-035128,1,142320,,,07/17/2016 16:30,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4,,,,, , ,Y, ,,,2708,N 22ND ST,,,,,,, , ,60,,904258.4,,1025916.0,-90.26143473955938,38.66305507292163
2702,,,,3615,MICHIGAN,,2016-07,16-034981,1,41013,,,07/17/2016 16:30,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3,,,,, , ,Y, ,,,3615,MICHIGAN AVE,,,,,,, , ,19,,895408.9,,1003970.0,-90.26143473955938,38.66305507292163
2703,,,,300,WASHINGTON,,2016-07,16-034972,1,250000,,,07/17/2016 16:30,LOITERING-BEGGING,4,,,,, , ,Y, ,,,300,WASHINGTON AVE,,,,,,,ON STREET, ,35,,909885.4,,1018271.0,-90.25716852900544,38.64037605918102
2704,,,,3434,UNION,,2016-07,16-034973,1,63701,,,07/17/2016 16:51,LARCENY-SHOPLIFT UNDER $500,5,,,,, , ,Y, ,,,3431,UNION BLVD,,,,,,,@SCHNUCKS - CITY PLAZA ON UNION, ,50,,888884.8,,1036000.0,-90.2753576952467,38.669848547971945
2705,,,,3655,MINNESOTA,,2016-07,16-034989,1,64601,,,07/17/2016 16:51,"LARCENY-FROM MTR VEH $500 - $24,999",3,,,,, , ,Y, ,,,3655,MINNESOTA AVE,,,,,,, , ,19,,895672.6,,1003535.0,-90.29551134593729,38.592513688826585
2706,,,, , ,,2016-07,16-035074,1,265321,,,07/17/2016 17:00,LEAVING SCENE OF ACCIDENT,6,,,,, , ,Y, ,,,0,ASHBY AVE / N KINGSHIGHWAY BLV,,,,,,, , ,71,,894928.9,,1040332.0,-90.2753576952467,38.669848547971945
2707,,,,4031,MAGNOLIA,,2016-07,16-035063,1,71013,,,07/17/2016 17:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2,,,,, , ,Y, ,,,4031,MAGNOLIA PL,,,,,,, , ,27,,891589.4,,1010682.0,-90.28019475275143,38.58488516080948
2708,,,,4150,GRAND,,2016-07,16-035081,1,52322,,,07/17/2016 17:00,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,4,,,,, , ,Y, ,,,4150,N GRAND BLVD,,,,,,,BOOST MOBILE, ,67,,902222.8,,1031528.0,-90.25494602301411,38.66945883520469
2709,,,,3748,DUNNICA,,2016-07,16-035070,1,71013,,,07/17/2016 17:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,,,,, , ,Y, ,,,3748,DUNNICA AVE,,,,,,, , ,16,,892017.3,,1002854.0,-90.24380857365531,38.591264130249954
2710,,,,3527,25TH,,2016-07,16-035147,1,51322,,,07/17/2016 17:00,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4,,,,, , ,Y, ,,,3527,N 25TH ST,,,,,,, , ,65,,903589.7,,1028741.0,-90.25163213324784,38.63866471492586
2711,,,,3748,DUNNICA,,2016-07,16-035070,-1,71013,,,07/17/2016 17:00,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,,,,, , , , ,,,3748,DUNNICA AVE,,,,,,, , ,16,,892017.3,,1002854.0,-90.26144655872888,38.64470967622274
2712,,,, , ,,2016-07,16-034983,1,265321,,,07/17/2016 17:06,LEAVING SCENE OF ACCIDENT,1,,,,, , ,Y, ,,,0,S BROADWAY / NAGEL AVE,,,,,,, , ,2,,890403.2,,989301.8,-90.23758390661975,38.59771427290545
2713,,,,6000,NATURAL BRIDGE,,2016-07,16-034990,1,63601,,,07/17/2016 17:20,"LARCENY-SHOPLIFT $500 - $24,999",5,,,,, , ,Y, ,,,6000,NATURAL BRIDGE AVE,,,,,,,@FAMILY DOLLAR, ,50,,884487.5,,1039583.0,-90.24491002338502,38.609738432301285
2714,,,, , ,,2016-07,16-034987,1,65701,,,07/17/2016 17:25,LARCENY-MTR VEH PARTS UNDER $500,2,,,,, , ,Y, ,,,0,FINE ARTS DR / GOVERNMENT DR,,,,,,,@FOREST PARK, ,82,,880203.1,,1020936.0,-90.22631936328973,38.61844495185789
2715,,,,7700,BROADWAY,,2016-07,16-034992,1,63701,,,07/17/2016 17:30,LARCENY-SHOPLIFT UNDER $500,1,,,,, , ,Y, ,,,7700,S BROADWAY,,,,,,, ,FAMILY DOLLAR,2,,889254.4,,987884.8,-90.265557397107,38.699081337009616
2716,,,,2715,CHEROKEE,,2016-07,16-035289,1,67601,,,07/17/2016 17:35,"LARCENY-FROM BUILDING $500 - $24,999",3,,,,, , ,Y, ,,,2715,CHEROKEE ST,,,,,,,CHEROKEE BUSINESS INCUBATOR/ AA MEET, ,19,,897857.3,,1005209.0,-90.265557397107,38.699081337009616
2717,,,, , ,,2016-07,16-034994,1,151110,,,07/17/2016 17:39,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,6,,,,, , ,Y, ,,,4300,SACRAMENTO AVE,,,,,,,STREET, ,68,,896053.8,,1032845.0,-90.19403673327463,38.641200040973736
2718,,,,5900,HAMILTON,,2016-07,16-034999,1,265321,,,07/17/2016 17:55,LEAVING SCENE OF ACCIDENT,5,,,,, , ,Y, ,,,5900,HAMILTON TER,,,,,,,BLOCK, ,78,,881480.6,,1032565.0,-90.19403673327463,38.641200040973736
2719,,,,200,TUCKER,,2016-07,16-035912,1,142310,,,07/17/2016 18:00,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,4,,,,, , ,Y, ,,,200,N TUCKER BLVD,,,,,,, , ,35,,906567.6,,1018062.0,-90.19243225769335,38.631178738780605
2720,,,,5295,WATERMAN,,2016-07,16-035109,1,72140,,,07/17/2016 18:00,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,5,,,,, , ,Y, ,,,5295,WATERMAN BLVD,,,,,,,APT A45, ,38,,884883.1,,1025430.0,-90.25133894553673,38.591464349636105
2721,,,,100,BROADWAY,,2016-07,16-035528,1,65701,,,07/17/2016 18:00,LARCENY-MTR VEH PARTS UNDER $500,4,,,,, , ,Y, ,,,100,N BROADWAY,,,,,,, , ,35,,909072.7,,1017093.0,-90.20191068579457,38.62594483788535
2722,,,,3663,WILMINGTON,,2016-07,16-035061,1,65701,,,07/17/2016 18:00,LARCENY-MTR VEH PARTS UNDER $500,1,,,,, , ,Y, ,,,3663,WILMINGTON AVE,,,,,,, , ,3,,889323.6,,995450.3,-90.26109407582896,38.55664629173447
2723,,,,6510,BROADWAY,,2016-07,16-035293,1,52230,,,07/17/2016 18:17,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,6,,,,, , ,Y, ,,,6510,N BROADWAY,,,,,,, ,MID STATES TRUCK & TRAILER REPAIR,79,,899644.0,,1040047.0,-90.19966254337744,38.63403954552506
2724,,,,4171,LINDELL,,2016-07,16-035008,1,63701,,,07/17/2016 18:30,LARCENY-SHOPLIFT UNDER $500,5,,,,, , ,Y, ,,,4171,LINDELL BLVD,,,,,,,@SCHNUCKS, ,38,,892104.8,,1022153.0,-90.27093557788538,38.58010044830848
2725,,,,755,AUBERT,,2016-07,16-035015,1,91113,,,07/17/2016 18:45,SIMPLE ASSAULT-ADULT/NO INJURY,5,,,,, , ,Y, ,,,801,AUBERT AVE,,,,,,, , ,53,,888219.8,,1026553.0,-90.22243758489495,38.6065075015257
2726,,,,2619,IOWA,,2016-07,16-035005,1,43013,,,07/17/2016 19:00,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3,,,,, , ,Y, ,,,2619,IOWA AVE,,,,,,,REAR, ,24,,898287.9,,1009415.0,-90.23541843087337,38.570896383050155
2727,,,,5962,FLOY,,2016-07,16-035479,1,65701,,,07/17/2016 19:00,LARCENY-MTR VEH PARTS UNDER $500,6,,,,, , ,Y, ,,,5962,FLOY AVE,,,,,,, , ,73,,890889.5,,1049190.0,-90.2128154871212,38.645097413927715
2728,,,,4800,PENNSYLVANIA,,2016-07,16-035122,1,71030,,,07/17/2016 19:00,AUTO THEFT-PERM RETNT/JOY RIDE,1,,,,, , ,Y, ,,,4800,PENNSYLVANIA AVE,,,,,,, , ,17,,895013.8,,996116.1,-90.23142521799699,38.71924233171645
2729,,,, , ,,2016-07,16-035004,1,265321,,,07/17/2016 19:06,LEAVING SCENE OF ACCIDENT,4,,,,, , ,Y, ,,,300,N JEFFERSON AVE,,,,,,, , ,36,,901826.8,,1019515.0,-90.24696062029088,38.694706817092914
2730,,,, , ,,2016-07,16-035011,1,265321,,,07/17/2016 19:45,LEAVING SCENE OF ACCIDENT,2,,,,, , ,Y, ,,,3108,MORGANFORD RD,,,,,,, , ,15,,888505.2,,1008965.0,-90.29970575569139,38.65542184702751
2731,,,,600,KINGSHIGHWAY,,2016-07,16-035014,1,91114,,,07/17/2016 19:50,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5,,,,, , ,Y, ,,,600,N KINGSHIGHWAY BLVD,,,,,,,APT 606, ,38,,887891.8,,1025894.0,-90.22431769495098,38.679934904007425
2732,,,,2000,ANGELICA,,2016-07,16-035137,1,72130,,,07/17/2016 20:00,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,4,,,,, , ,Y, ,,,2000,ANGELICA ST,,,,,,, , ,65,,904385.8,,1031064.0,-90.26071239782787,38.54867290086773
2733,,,, , ,,2016-07,16-035016,1,142320,,,07/17/2016 20:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4,,,,, , ,Y, ,,,100,DR MARTIN LUTHER KING DR,,,,,,, , ,35,,910435.8,,1019065.0,-90.19035318249017,38.62312496823929
2734,,,,1131,HODIAMONT,,2016-07,16-035161,1,265321,,,07/17/2016 20:00,LEAVING SCENE OF ACCIDENT,5,,,,, , ,Y, ,,,1131,HODIAMONT AVE,,,,,,, , ,48,,879208.1,,1030937.0,-90.26742910757274,38.6488900183042
2735,,,,1615,OFALLON,,2016-07,16-035012,1,130000,,,07/17/2016 20:14,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4,,,,, , ,Y, ,,,1615,OFALLON ST,,,,,,, ,PRESERVATION PLACE,62,,905421.5,,1022269.0,-90.23936018621443,38.72299468197261
2736,,,, , ,,2016-07,16-035022,1,31111,,,07/17/2016 20:30,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5,,,,, , ,Y, ,,,1001,N SKINKER PKWY,,,,,,, , ,48,,878976.1,,1030954.0,-90.29970575569139,38.65542184702751
2737,,,,3219,OREGON,,2016-07,16-035060,1,71030,,,07/17/2016 20:30,AUTO THEFT-PERM RETNT/JOY RIDE,3,,,,, , ,Y, ,,,3219,OREGON AVE,,,,,,, ,STREET,30,,897128.9,,1006349.0,-90.25065725448897,38.7005195653827
2738,,,,1704,NICHOLSON,,2016-07,16-035111,1,64701,,,07/17/2016 20:30,LARCENY-FROM MTR VEH UNDER $500,3,,,,, , ,Y, ,,,1704,NICHOLSON PL,,,,,,, , ,32,,901608.1,,1012464.0,-90.24211817827879,38.60108537548717
2739,,,,6743,BRADLEY,,2016-07,16-035082,1,69702,,,07/17/2016 21:00,LARCENY-ALL OTHER UNDER $500,2,,,,, , ,Y, ,,,6743,BRADLEY AVE,,,,,,, , ,9,,875809.9,,1009207.0,-90.23701788766975,38.62068819249582
2740,,,, , ,,2016-07,16-035028,1,71030,,,07/17/2016 21:00,AUTO THEFT-PERM RETNT/JOY RIDE,4,,,,, , ,Y, ,,,2005,N FLORISSANT AVE,,,,,,,BP STATION, ,60,,906616.2,,1023739.0,-90.1912346634065,38.622528686998955
2741,,,,3934,GRAND,,2016-07,16-035017,1,265321,,,07/17/2016 21:04,LEAVING SCENE OF ACCIDENT,3,,,,, , ,Y, ,,,3934,S GRAND BLVD,,,,,,, , ,16,,893237.9,,1002057.0,-90.22823293422636,38.64587014943085
2742,,,,5512,DEWEY,,2016-07,16-035021,1,31111,,,07/17/2016 21:08,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,,,,, , ,Y, ,,,5520,DEWEY AVE,,,,,,, , ,3,,889786.9,,996781.6,-90.19787047109831,38.61310003398982
2743,,,,1391,HODIAMONT,,2016-07,16-035020,1,31111,,,07/17/2016 21:11,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5,,,,, , ,Y, ,,,1391,HODIAMONT AVE,,,,,,, , ,78,,880856.8,,1033748.0,-90.24086639629003,38.61366720897843
2744,,,,4827,LEE,,2016-07,16-035025,1,265321,,,07/17/2016 21:28,LEAVING SCENE OF ACCIDENT,6,,,,, , ,Y, ,,,4827,LEE AVE,,,,,,, , ,69,,893512.8,,1036183.0,-90.26338284761448,38.548983953646214
2745,,,,3419,WINNEBAGO,,2016-07,16-035023,1,43013,,,07/17/2016 21:40,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3,,,,, , ,Y, ,,,3419,WINNEBAGO ST,,,,,,, , ,19,,894239.1,,1003768.0,-90.28274430700469,38.65256603391815
2746,,,,5622,DELMAR,,2016-07,16-035067,1,64701,,,07/17/2016 21:45,LARCENY-FROM MTR VEH UNDER $500,5,,,,, , ,Y, ,,,5622,DELMAR BLVD,,,,,,, , ,47,,882053.1,,1026741.0,-90.26173977833878,38.590280518210356
2747,,,,4115,MICHIGAN,,2016-07,16-035041,1,265321,,,07/17/2016 21:46,LEAVING SCENE OF ACCIDENT,3,,,,, , ,Y, ,,,4115,MICHIGAN AVE,,,,,,, , ,16,,894897.5,,1000712.0,-90.26897281031137,38.58029429867403
2748,,,,5800,FYLER,,2016-07,16-035238,1,21000,,,07/17/2016 22:00,RAPE -- FORCIBLE,2,,,,, , ,Y, ,,,5800,FYLER AVE,,,,,,, , ,14,,0.0,,0.0,-90.22795691763145,38.72667014391577
2749,,,,1530,LAFAYETTE,,2016-07,16-035031,1,63701,,,07/17/2016 22:00,LARCENY-SHOPLIFT UNDER $500,3,,,,, , ,Y, ,,,1530,LAFAYETTE AVE,,,,,,, ,WALGREENS,33,,903270.1,,1012207.0,-90.20939366353741,38.63337764185057
2750,,,, , ,,2016-07,16-035029,1,43013,,,07/17/2016 22:19,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4,,,,, , ,Y, ,,,1435,PINE ST,,,,,,, ,BJC BUILDING,36,,905747.5,,1018270.0,-90.26274446898516,38.548628433020866
2751,,,,1903,FERRY,,2016-07,16-035040,1,44015,,,07/17/2016 22:30,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,4,,,,, , ,Y, ,,,1903,FERRY ST,,,,,,, , ,66,,904178.8,,1032219.0,-90.2460294236254,38.591010852370204
2752,,,,5712,MORGANFORD,,2016-07,16-035090,1,65711,,,07/17/2016 22:30,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,1,,,,, , ,Y, ,,,5712,MORGANFORD RD,,,,,,, , ,5,,885988.8,,997931.6,-90.2439145928911,38.64333535307086
2753,,,,1426,MALLINCKRODT,,2016-07,16-035107,1,69702,,,07/17/2016 22:30,LARCENY-ALL OTHER UNDER $500,4,,,,, , ,Y, ,,,1426,MALLINCKRODT ST,,,,,,, , ,65,,906091.5,,1029266.0,-90.20939366353741,38.63337764185057
2754,,,, , ,,2016-07,16-035039,1,41011,,,07/17/2016 22:42,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5,,,,, , ,Y, ,,,5650,SAINT LOUIS AVE,,,,,,, , ,50,,885913.3,,1035855.0,-90.20784745865184,38.63361268582325
2755,,,,841,CANAAN,,2016-07,16-035045,1,41011,,,07/17/2016 23:00,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,6,,,,, , ,Y, ,,,861,CANAAN AVE,,,,,,, , ,74,,896876.8,,1051360.0,-90.26081905547495,38.60004593804546
2756,,,,2425,MENARD,,2016-07,16-035099,1,142320,,,07/17/2016 23:00,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3,,,,, , ,Y, ,,,2425,MENARD ST,,,,,,, , ,21,,903140.8,,1008440.0,-90.19871876557654,38.631854115714766
2757,,,,3709,HARTFORD,,2016-07,16-035033,1,31111,,,07/17/2016 23:17,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2,,,,, , ,Y, ,,,3709,HARTFORD ST,,,,,,,ON SIDEWALK, ,15,,893089.6,,1008272.0,-90.19736836272213,38.62340143928601
2758,,,,400,KINGSHIGHWAY,,2016-07,16-035055,1,31421,,,07/17/2016 23:30,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2,,,,, , ,Y, ,,,1026,S TAYLOR AVE,,,,,,, , ,39,,888472.9,,1018176.0,-90.26321479270715,38.70221791236406
